vehicleId,sellerId,manufacturer,model,vehicleType,vehicleCondition,fuelType,mileage,transmission,colour,price,available,coeLeft,depreciation,mileageConsumption
0,audi,2016 a3 sportback e-tron,hatchback,excellent,hybrid,49656,automatic,white,19988,1,9 years,2049,25
0,audi,5000s,sedan,good,gas,54000,automatic,silver,3300,1,5 years,490,24
0,audi,a4,sedan,like new,gas,53000,automatic,grey,15000,1,7 years,1571,21
0,audi,a3,hatchback,good,gas,144533,automatic,black,7000,1,6 years,965,21
0,audi,a3,hatchback,excellent,gas,111000,automatic,black,9500,1,9 years,1425,21
0,audi,a3,coupe,good,gas,170000,automatic,grey,3500,1,6 years,407,21
0,audi,a3,sedan,excellent,gas,171525,automatic,black,9990,1,8 years,1241,21
0,audi,a3,hatchback,excellent,gas,150000,manual,black,6800,1,8 years,919,21
0,audi,a3,hatchback,fair,gas,230000,manual,black,2500,1,2 years,299,21
0,audi,a3,hatchback,excellent,gas,112009,manual,red,6500,1,8 years,763,21
0,audi,a3,sedan,excellent,gas,121415,automatic,red,7495,1,8 years,849,21
0,audi,a3,sedan,excellent,gas,121415,automatic,red,7495,1,8 years,1043,21
0,audi,a3,hatchback,good,gas,135000,automatic,blue,6500,1,3 years,840,21
0,audi,a3,hatchback,good,gas,196000,automatic,black,5800,1,4 years,665,21
0,audi,a3,sedan,excellent,gas,85000,automatic,white,15000,1,9 years,1981,21
0,audi,a3,sedan,excellent,gas,92543,automatic,white,13998,1,9 years,1421,21
0,audi,a3,sedan,excellent,gas,45946,automatic,black,18995,1,9 years,2286,21
0,audi,a3,sedan,excellent,gas,45946,automatic,black,18995,1,8 years,1933,21
0,audi,a3,sedan,like new,gas,100000,automatic,black,12900,1,7 years,1907,21
0,audi,a3,convertible,good,gas,33589,automatic,black,23900,1,3 years,3382,21
0,audi,a3,sedan,like new,gas,100000,automatic,black,12900,1,8 years,1537,21
0,audi,a3,convertible,good,gas,33589,automatic,black,23900,1,6 years,3162,21
0,audi,a3,sedan,excellent,gas,77000,automatic,white,12500,1,8 years,1345,21
0,audi,a3,hatchback,like new,diesel,60094,automatic,silver,13495,1,6 years,1841,21
0,audi,a3,sedan,good,gas,61000,automatic,red,14900,1,3 years,1739,21
0,audi,a3,sedan,excellent,gas,90864,automatic,black,13990,1,9 years,1500,21
0,audi,a3,sedan,excellent,gas,94644,automatic,silver,12995,1,8 years,1302,21
0,audi,a3,sedan,excellent,gas,104196,automatic,white,14800,1,9 years,1992,21
0,audi,a3,sedan,excellent,gas,45000,automatic,purple,13995,1,9 years,1773,21
0,audi,a3,sedan,like new,gas,99300,automatic,red,16000,1,6 years,1901,21
0,audi,a3,sedan,excellent,gas,35944,automatic,black,19940,1,8 years,2305,21
0,audi,a3,sedan,excellent,gas,30500,automatic,white,16800,1,8 years,1729,21
0,audi,a3,sedan,excellent,gas,75371,automatic,grey,16497,1,9 years,1819,21
0,audi,a3,sedan,excellent,gas,52447,automatic,red,17999,1,9 years,2448,21
0,audi,a3,sedan,like new,gas,115900,automatic,silver,13500,1,7 years,1692,21
0,audi,a3,coupe,excellent,gas,76000,automatic,black,14250,1,9 years,1983,21
0,audi,a3,sedan,like new,gas,121125,automatic,silver,12988,1,9 years,1721,21
0,audi,a3,sedan,excellent,gas,82300,automatic,silver,14500,1,8 years,1762,21
0,audi,a3,sedan,excellent,gas,38737,automatic,black,19950,1,9 years,2729,21
